시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설년도,전화번호,데이터기준일자,
선어시장,상설,전라남도 여수시 중앙로 88-1,전라남도 여수시 중앙동 362-1,상시,34.739431,127.737089,31,수산물 등,,미보유,Y,N,1905,061-330-8465,2017-10-18,
해안로건어물상가시장,상설,전라남도 여수시 이순신광장로 53,전라남도 여수시 교동 487?,상시,34.739361,127.734261,35,수산물+음식점업+근린생활서비스 등,,미보유,Y,Y,2011,061-330-8465,2017-10-18,
교동시장,상설,전라남도 여수시 교동시장1길 15-10,전라남도 여수시 교동 606-1,상시,34.739127,127.730621,65,농산물+축산물+수산물+가공식품+의류및신발+음식점업+기타소매업 등,,미보유,Y,N,1905,061-381-1634,2017-10-18,
여수수산시장,상설,전라남도 여수시 여객선터미널길 24,전라남도 여수시 교동 680번지?,상시,34.738139,127.731786,133,수산물+가공식품+음식점업 등,,미보유,Y,N,2006,061-662-7268,2017-10-18,
여수수산물특화시장,상설,전라남도 여수시 남산로 60-31,전라남도 여수시 남산동 4번지?,상시,34.736861,127.732882,92,수산물+음식점업+기타소매업 등,,미보유,Y,Y,2014,061-643-5114,2017-10-18,
봉산시장,상설,전라남도 여수시 봉산1로 12,전라남도 여수시 봉산동 274-4번지?,상시,34.732141,127.722403,40,음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,1985,061-430-5513,2017-10-18,
독천5일시장,오일장,전라남도 영암군 학산면?독천로 153-8,전라남도 영암군 학산면 독천리 1237-22,5일,34.724982,126.566086,32,농산물+축산물+수산물+의류및신발+가정용품+기타소매업+근린생활서비스 등,,미보유,Y,Y,1905,061-245-1615,2017-10-18,
병영5일시장,오일장,전라남도 강진군 병영면?남삼인길 6,전라남도 강진군 병영면 남산인길 6,5일,34.716089,126.816452,18,농산물+축산물+수산물+의류및신발+가정용품+음식점업+기타소매업 등,,미보유,Y,Y,2006,061-245-5096,2017-10-18,
서문공설시장,상설,제주특별자치도 제주시 용담일동 135-9,,매일,33.5113663826,126.51792487,,,,,,,1954,,2017-04-20,
화령시장,오일장,경상북도 상주시 화서면 화령남1길 10?,경상북도 상주시 화서면 신봉리 128-7,5일,36.444997,127.952042,40,가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2009,054-571-0492,2017-10-18,
마로관기시장,상설+오일장,충청북도 보은군 마로면?관기송현로 103,충청북도 보은군 마로면 관기리293일대,5일,36.435706,127.820446,63,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2005,043-647-2047,2017-10-18,
송강시장,상설,대전광역시 유성구 구즉로 74-7,대전광역시 유성구 송강동 49-10번지,상시,36.435158,127.386666,60,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2008,042-932-2900,2017-10-18,
청양전통시장,상설+오일장,충청남도 청양군 청양읍?칠갑산로 232-1,충청남도 청양군 청양읍 읍내리 196-4번지,5일,36.450826,126.801833,150,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,1999,041-665-5478,2017-10-18,
신탄진시장,상설+오일장,대전광역시 대덕구 석봉로37번길 46-19,대전광역시 대덕구 석봉동 417번지 일원,5일,36.449389,127.426825,139,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2005,042-931-0310,2017-10-18,
청양특화시장,상설+오일장,충청남도 청양군 청양읍?문화예술로 112,충청남도 청양군 청양읍 읍내리 288-1번지,5일,36.449147,126.798825,18,농산물 등,,미보유,Y,Y,2003,041-688-7757,2017-10-18,
청송시장,상설+오일장,경상북도 청송군 청송읍?현충로 106,경상북도 청송군 청송읍 월막리423-1외 18필지,5일,36.435068,129.052429,37,농산물+수산물+가공식품+음식점업+기타소매업+ 등,,미보유,Y,Y,2008,054-874-3604,2017-10-18,
단촌정기시장,오일장,경상북도 의성군 단촌면?장터길 15,경상북도 의성군 단촌면 하화리 1097-9,5일,36.422648,128.673694,16,농산물+가공식품+가정용품+음식점업+기타소매업 등,,미보유,Y,N,1905,054-634-7080,2017-10-18,
상주중앙시장,상설,경상북도 상주시 중앙시장길 7-16,경상북도 상주시 남성동 85-10,상시,36.413639,128.160675,176,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2005,054-535-7443,2017-10-18,
풍물시장,상설,경상북도 상주시 풍물시장길 16?,경상북도 상주시 남성동 113-28?,상시,36.412885,128.160618,64,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,N,Y,2013,054-636-7948,2017-10-18,
정산시장,상설+오일장,충청남도 청양군 정산면?정현길 54,충청남도 청양군 정산면 서정리 163번지,5일,36.411341,126.947763,48,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2006,041-932-2336,2017-10-18,
영덕시장,상설+오일장,경상북도 영덕군 영덕읍?남석길 23-48,경상북도 영덕군 영덕읍 남석리 23-1,5일,36.407955,129.369295,69,농산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,http://yeongdeoksijang.co.kr,Y,Y,2013,054-734-0082,2017-10-18,
삼승원남시장,상설+오일장,충청북도 보은군 삼승면?원남로1길 15-18,충청북도 보은군 삼승면 원남리 181-1번지,5일,36.396285,127.733471,55,농산물+축산물+가공식품+의류및신발+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2005,043-838-5501,2017-10-18,
안계공설시장,오일장,경상북도 의성군 안계면?용기2길 7-4,경상북도 의성군 안계면 용기리 467-1,5일,36.384485,128.438358,90,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2009,054-861-2901,2017-10-18,
신장공설시장,상설,경기도 하남시 신장1로3번길 69,경기도 하남시 신장동 427-159,상시,37.538069,127.205219,52,의류및신발+근린생활서비스 등,온누리상품권,미보유,Y,N,2007,02-792-2651,2017-10-18,
목4동시장,상설,서울특별시 양천구 목동중앙남로10길 2,서울특별시 양천구 목4동 738-1,상시,37.537999,126.866621,87,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,1972,02-2647-9191,2017-10-18,
영동교골목시장,상설,서울특별시 광진구 동일로10길 30,서울특별시 광진구 자양동 246-111,상시,37.537993,127.063336,122,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2003,02-753-2805,2017-10-18,
제일쇼핑센터시장,상설,경기도 과천시 별양상가2로 14,경기도 과천시 별양동 1-13,상시,37.427323,126.992982,145,의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,Y,Y,2010,02-503-5102,2017-10-18,
과천새서울특별시프라자시장,상설,경기도 과천시 별양상가2로 20,경기도 과천시 별양동 1-18,상시,37.426815,126.992548,157,가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,Y,Y,1994,02-3679-1400,2017-10-18,
연수송도역전시장,상설,인천광역시 연수구 한나루로196번길 13-3,인천광역시 연수구 옥련동 308-21,상시,37.426641,126.657713,65,농산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2014,032-882-0843,2017-10-18,
석수시장,상설,경기도 안양시 만안구 석천로171번길 20,경기도 안양시 석수2동 387-288,상시,37.430428,126.904356,48,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,Y,Y,1905,032-676-8000,2017-10-18,
모란민속5일장,오일장,경기도 성남시 둔촌대로 83,경기도 성남시 성남동 1864,5일,37.429993,127.128264,0,농산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,http://www.moranjang.org,Y,Y,1990,031-721-9905,2017-10-18,
하대원시장,상설,경기도 성남시 중원구 마지로 118,경기도 성남시 하대원동 266-1~3,상시,37.427518,127.142519,100,농산물+축산물+수산물+가공식품+가정용품+음식점업 등,온누리상품권,www.하대원도매시장.한국,Y,Y,1991,031-721-5522,2017-10-18,
연수구옥련시장,상설,인천광역시 연수구 독배로40번길 35,인천광역시 연수구 옥련동 462-32,상시,37.424606,126.646802,45,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,N,N,2004,032-831-8640,2017-10-18,
안흥5일장,오일장,강원도 횡성군 안흥면?안흥시장길 4-1,강원도 횡성군 안흥면 안흥리 300번지 일원?,5일,37.412521,128.157791,63,농산물+축산물+가공식품+의류및신발+가정용품+음식점업+근린생활서비스 등,온누리상품권,미보유,Y,N,1905,033-648-2285,2017-10-18,
야탑에이스코아시장,상설,경기도 성남시 분당구 야탑로 64,경기도 성남시 야탑동 502,상시,37.409448,127.125746,24,농산물+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,Y,Y,1905,032-676-8000,2017-10-18,
박달시장,상설,경기도 안양시 만안구 박달우회로124번길 41,경기도 안양시 박달1동 52-1,상시,37.405843,126.909774,106,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,Y,Y,2005,031-469-2660,2017-10-18,
안양관양시장,상설,경기도 안양시 동안구 관악대로325번길 28,경기도 안양시 관양1동 1406-43,상시,37.404304,126.959992,104,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,Y,N,2006,031-386-5577,2017-10-18,
단양전통시장,상설+오일장,충청북도 단양군 단양읍?도전5길 31,충청북도 단양군 단양읍 도전리 615,5일,36.982515,128.369908,120,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업 등,,미보유,Y,Y,2006,043-651-9417,2017-10-18,
충주공설시장,상설,충청북도 충주시 충인8길 4-2,충청북도 충주시 충의 101,상시,36.974932,127.928798,108,농산물+축산물+수산물+가공식품+의류및신발+음식점업+근린생활서비스 등,,미보유,Y,N,2005,042-843-6138,2017-10-18,
무학시장,상설,충청북도 충주시 무학1길 15,충청북도 충주시 봉방동 8-52,상시,36.974742,127.926833,157,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2005,043-848-2292,2017-10-18,
충주자유시장,상설+오일장,충청북도 충주시 충인6길 16,충청북도 충주시 충인동 325,5일,36.973267,127.932192,281,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,jycj.co.kr,Y,Y,2005,043-848-3414,2017-10-18,
성서시장,상설,충청북도 충주시 성서7길 29,충청북도 충주시 성서동 1-152,상시,36.972716,127.929744,77,의류및신발 등,,미보유,Y,N,2011,043-854-6963,2017-10-18,
중앙공설시장,상설,충청북도 충주시 예성로 168,충청북도 충주시 성서동 306,상시,36.971907,127.933672,66,수산물+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2005,043-843-6138,2017-10-18,
현대타운상가,상설,충청북도 충주시 성서1길 50,충청북도 충주시 성서동 163,상시,36.971392,127.930981,280,의류및신발+가정용품+기타소매업+근린생활서비스 등,,미보유,Y,N,1999,043-648-2114,2017-10-18,
의흥시장,오일장,경상북도 군위군 의흥면?읍내5길 7,경상북도 군위군 의흥면 읍내리594-1,5일,36.173415,128.716336,17,축산물+가공식품+의류및신발+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,1905,054-571-0492,2017-10-18,
옥천공설시장,상설+오일장,충청북도 옥천군 옥천읍?삼금로5길 5-14,충청북도 옥천군 옥천읍 금구리 5-68,5일,36.302467,127.568008,35,농산물+가공식품+음식점업+기타소매업 등,,미보유,Y,Y,2013,070-7782-9801,2017-10-18,
죽장시장,오일장,경상북도 포항시 북구 죽장면?새마을로3622번길 4,경상북도 포항시 죽장면 입암리 858-34,5일,36.161512,129.095417,23,농산물+수산물+가공식품+의류및신발+가정용품+기타소매업 등,,미보유,Y,N,1905,054-954-5445,2017-10-18,
강경젓갈시장,상설,충청남도 논산시 강경읍?금백로 45,충청남도 논산시 강경읍 황산리 198번지,상시,36.158415,127.005054,130,수산물 등,,미보유,Y,N,2007,041-746-5946,2017-10-18,
마전시장,오일장,충청남도 금산군 추부면 마전로 39,충청남도 금산군 추부면 마전리 417-4,5일,36.190147,127.467835,0,농산물+수산물+의류및신발+가정용품+기타소매업 등,,미보유,Y,N,1965,041-932-2336,2017-10-18,
영동전통시장,상설+오일장,충청북도 영동군 영동읍?영동시장2길 10-1,충청북도 영동군 영동읍 계산리 694-13,5일,36.174519,127.775631,165,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,1953,043-742-0808,2017-10-18,
영동중앙시장,상설,충청북도 영동군 영동읍?중앙로 21,충청북도 영동군 영동읍 계산리 693-27번지,상시,36.174622,127.775871,62,농산물+축산물+수산물+가공식품+의류및신발+가정용품+기타소매업+근린생활서비스 등,,미보유,Y,N,1976,043-743-5611,2017-10-18,
강경대흥시장,상설+오일장,충청남도 논산시 강경읍?계백로105번길 8-4,충청남도 논산시 강경읍 대흥리 48-32번지,5일,36.155306,127.012762,94,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2008,041-745-5130,2017-10-18,
판교전통시장,오일장,충청남도 서천군 판교면 종판로 887번길 26-8,충청남도 서천군 판교면 현암리 147-7,5일,36.155153,126.689651,0,농산물+수산물+의류및신발+가정용품 등,,미보유,Y,Y,2009,041-745-5130,2017-10-18,
상촌시장,오일장,충청북도 영동군 상촌면?시장길 21,충청북도 영동군 상촌면 임산리 316번지,5일,36.150251,127.915093,0,농산물 등,,미보유,Y,N,1999,043-534-3338,2017-10-18,
구미파크시장,상설,경상북도 구미시 송동로 162,경상북도 구미시 도량동 77,상시,36.147616,128.324432,29,의류및신발+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2006,054-442-7669,2017-10-18,
비인전통시장,오일장,충청남도 서천군 비인면 비인로 149번길 12,충청남도 서천군 비인면 성내리 334-4,5일,36.139161,126.603932,28,농산물+수산물+가공식품+의류및신발+가정용품 등,,미보유,Y,Y,2009,041-672-2151,2017-10-18,
고척근린시장,상설,서울특별시 구로구 고척동 269-1,서울특별시 구로구 고척동 257-12?,상시,37.502415,126.850522,60,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,N,N,2005,02-325-9559,2017-10-18,
개봉프라자,상설,서울특별시 구로구 고척로40길 19,서울특별시 구로구 고척동 269-1?,상시,37.501862,126.851096,100,의류및신발+가정용품+음식점업+근린생활서비스 등,,미보유,Y,Y,1993,02-2619-8068,2017-10-18,
대화전통시장,오일장,강원도 평창군 대화면?대화3길 46,강원도 평창군 대화면 대화리 1001-5번지 외?,5일,37.500659,128.454691,40,가공식품+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,Y,Y,2004,033-333-6636,2017-10-18,
성대시장,상설,서울특별시 동작구 상도로 102,서울특별시 동작구 상도3동 324-1?,상시,37.499951,126.931675,58,축산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,1905,02-987-6380,2017-10-18,
석촌시장,상설,서울특별시 송파구 송파대로37길 40,서울특별시 송파구 석촌동 254-1~297-42?,상시,37.499796,127.105026,90,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2010,02-414-8784,2017-10-18,
부평깡시장,상설,인천광역시 부평구 주부토로32번길 25,인천광역시 부평구 부평4동 252-3,상시,37.497881,126.726543,157,농산물+축산물+수산물+가공식품+의류및신발+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2007,032-503-5922,2017-10-18,
마천중앙시장,상설,서울특별시 송파구 마천로45길 13,서울특별시 송파구 마천동 129-3~153-5?,상시,37.497289,127.149874,127,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2008,02-448-2808,2017-10-18,
양평시장,상설,서울특별시 영등포구 양평장터길 15,서울특별시 영등포구 양평동4가 161?,상시,37.536994,126.897537,40,농산물+축산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,N,N,2004,02-232-9559,2017-10-18,
용문종합시장,상설,서울특별시 용산구 효창원로42길 30,서울특별시 용산구 용문동 41-17?,상시,37.536641,126.959866,97,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업 등,,미보유,N,N,2013,02-3275-0883,2017-10-18,
노룬산시장,상설,서울특별시 광진구 뚝섬로 491,서울특별시 광진구 자양동 44-2,상시,37.536765,127.064826,22,축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,1905,02-335-3591,2017-10-18,
신장전통시장,상설,경기도 하남시 신장1로3번길 42,경기도 하남시 신장동 429-1,상시,37.537847,127.206987,74,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업 등,온누리상품권,미보유,Y,Y,2004,031-794-4626,2017-10-18,
풍납시장,상설,서울특별시 송파구 한가람로20길 44,서울특별시 송파구 풍납동 78-2~484-23?,상시,37.537722,127.120641,181,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업 등,,www.pangnapm.co.kr,Y,Y,2011,070-8792-4500,2017-10-18,
길동골목시장,상설,서울특별시 강동구 천호대로187길 61,서울특별시 강동구 길동 397-3,상시,37.537083,127.142815,122,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,N,N,2011,02-483-8280,2017-10-18,
노룬산골목시장,상설,서울특별시 광진구 뚝섬로25길 6,서울특별시 광진구 자양동 553-60,상시,37.536424,127.065382,46,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2007,02-465-2103,2017-10-18,
용문시장,상설,서울특별시 용산구 효창원로42길 38-14,서울특별시 용산구 용문동 42번지,상시,37.536048,126.960145,106,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업 등,,미보유,Y,N,1948,02-717-9882,2017-10-18,
화곡중앙시장,상설,서울특별시 강서구 월정로30길 69,서울특별시 강서구 화곡 370,상시,37.535963,126.838783,11,축산물+가공식품+가정용품+기타소매업+근린생활서비스 등,,sungangsijang.net,Y,Y,2005,02-2065-7212,2017-10-18,
화곡중앙골목시장,상설,서울특별시 강서구 월정로30길 63,서울특별시 강서구 화곡 370,상시,37.535963,126.838783,60,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,sungangsijang.net,Y,N,2005,02-2065-7212,2017-10-18,
능동로골목시장,상설,서울특별시 광진구 뚝섬로30길 23,서울특별시 광진구 자양동 553-219,상시,37.535172,127.066653,90,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,N,N,1905,02-496-7332,2017-10-18,
신월3동골목시장,상설,서울특별시 양천구 가로공원로60가길 2,서울특별시 양천구 신월3동 154,상시,37.534215,126.825142,47,농산물+축산물+수산물+가공식품+음식점업+기타소매업+근린생활서비스 등,,미보유,N,N,1905,02-437-8155,2017-10-18,
성내전통시장,상설,서울특별시 강동구 천호대로162길 65,서울특별시 강동구 성내동 144-16,상시,37.534434,127.127824,89,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,N,N,2011,02-475-8272,2017-10-18,
이태원시장,상설,서울특별시 용산구 이태원로14길 6,서울특별시 용산구 이태원동 56-9번지,상시,37.533383,126.990047,80,의류및신발 등,,미보유,Y,N,1905,02-232-9559,2017-10-18,
자양골목시장,상설,서울특별시 광진구 자양로13길 59,서울특별시 광진구 자양동 631-18,상시,37.533793,127.081572,131,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2007,02-458-1624,2017-10-18,
남부골목시장,상설,서울특별시 강서구 등촌로5길 62-4?,서울특별시 강서구 화곡 801,상시,37.533466,126.859946,155,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업 등,,미보유,Y,Y,2004,02-2646-5656,2017-10-18,
월정로시장,상설,서울특별시 양천구 월정로29길 3,서울특별시 양천구 신월1동 114-1,상시,37.533454,126.835688,67,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,N,N,1905,02-987-6380,2017-10-18,
남부화곡시장,상설,서울특별시 강서구 등촌로5길 80,서울특별시 강서구 화곡 830,상시,37.533706,126.859002,20,가공식품+의류및신발+가정용품+기타소매업+근린생활서비스 등,,미보유,Y,N,1905,02-489-5481,2017-10-18,
음성시장,상설+오일장,충청북도 음성군 음성읍 시장로 111-1,충청북도 음성군 음성읍 시장로 117번길 6,5일,36.937772,127.690756,130,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2012,042-843-6138,2017-10-18,
춘양시장,상설+오일장,경상북도 봉화군 춘양면?의양로2길 18,경상북도 봉화군 춘양면 의양리 361-18,5일,36.937148,128.913963,143,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2005,054-571-0492,2017-10-18,
제주동문수산시장,상설,제주특별자치도 제주시 이도일동 1349-5,,매일,33.5122638137,126.526194504,,,,,,,1970,,2017-04-20,
둔포전통시장,상설+오일장,충청남도 아산시 둔포면 둔포면로25번길 15,충청남도 아산시 둔포면 450-1번지,5일,36.929553,127.036093,120,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2009,041-735-3311,2017-10-18,
관아골상가,상설,충청북도 충주시 관아1길7?,충청북도 충주시 성내동 379,상시,36.970529,127.934441,105,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,N,Y,2012,043-856-8835,2017-10-18,
대소시장,상설+오일장,충청북도 음성군 대소면 오태로 101-12,충청북도 음성군 대소면 오산리 127-6번지,5일,36.967798,127.486864,100,가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,1999,043-846-3376,2017-10-18,
대산종합시장,상설,충청남도 서산시 대산읍?충의로 1942,충청남도 서산시 대산읍 대산리 119번지,상시,36.937998,126.433911,37,농산물+축산물+의류및신발+가정용품+음식점업+근린생활서비스 등,,미보유,Y,Y,2012,041-854-0036,2017-10-18,
성환시장,상설+오일장,충청남도 천안시 서북구 성환읍?성환시장길 8-7,충청남도 천안시 성환읍 성환리 449-135번지,5일,36.913485,127.130035,60,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업 등,,미보유,Y,N,2013,041-936-4554,2017-10-18,
덕산면전통시장,상설+오일장,충청북도 제천시 덕산면 약초로3안길 5-1,충청북도 제천시 덕산면 도전리 443-6,5일,36.908469,128.166971,63,농산물+축산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,www.dw-maket.kr,Y,N,2013,043-848-3414,2017-10-18,
흥부시장,상설+오일장,경상북도 울진군 북면 장터길 104,경상북도 울진군 북변면 부구리135,5일,36.897925,129.371637,23,농산물+수산물+가공식품+의류및신발+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,1982,054-634-8447,2017-10-18,
당진시장,상설+오일장,충청남도 당진시 당진시장길 101-1,충청남도 당진시 읍내동 145-12,5일,36.890461,126.629623,190,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,http://www.traffer.com/specialmarket/sm_main.action?specialMarket.id=1104,Y,Y,2006,041-357-8484,2017-10-18,
영주시장,상설,부산광역시 중구 대영로 242번길 3,부산광역시 중구 영주1동 601,매일,35.111639822,129.037394416,75,잡화,온누리상품권,,Y,N,1973,051-469-8523,2017-09-25,
봉화상설시장,상설+오일장,경상북도 봉화군 봉화읍?신시장1길 4,경상북도 봉화군 봉화읍 내성리 394-1,5일,36.889948,128.735847,136,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2012,054-673-5945,2017-10-18,
풍기인삼시장,상설,경상북도 영주시 풍기읍?인삼로 8,경상북도 영주시 풍기읍 서부리145-3,상시,36.873013,128.526736,52,농산물 등,,www.insamaijang.com,Y,Y,2003,054-636-7948,2017-10-18,
목도재래시장,상설+오일장,충청북도 괴산군 불정면?목도로 23,충청북도 괴산군 불정면 목도리 296번지,5일,36.872616,127.853655,65,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2004,043-833-4455,2017-10-18,
풍기중앙시장,상설,경상북도 영주시 풍기읍?동성로 73,경상북도 영주시 풍기읍 성내리1-4,상시,36.870586,128.528215,50,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,N,Y,1905,054-247-3776,2017-10-18,
중앙도매시장,상설,대전광역시 동구 중앙로200번길 73,대전광역시 동구 원동 38-1,상시,36.327877,127.433375,107,의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,1964,042-257-7093,2017-10-18,
용운시장,상설,대전광역시 동구 용운로164번길 9,대전광역시 동구 용운동 351-1,상시,36.327402,127.460967,43,농산물+축산물+수산물+가공식품+의류및신발+음식점업+기타소매업 등,,미보유,Y,Y,2007,042-284-6456,2017-10-18,
중앙메가프라자,상설,대전광역시 동구 중앙로200번길 99,대전광역시 동구 원동 42-1,상시,36.326728,127.433973,128,가공식품+의류및신발+가정용품+기타소매업 등,,미보유,Y,N,1974,042-253-1550,2017-10-18,
부평종합시장,상설,인천광역시 부평구 부흥로316번길 38-3,인천광역시 부평구 부평4동 360-1,상시,37.496467,126.726601,208,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2007,032-516-0655,2017-10-18,
임계시장,상설+오일장,강원도 정선군 임계면 송계5길 10,강원도 정선군 임계면 송계5길 10?,5일,37.495276,128.850707,80,축산물+의류및신발+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,Y,Y,2013,033-562-2930,2017-10-18,
동문재래시장,상설,제주특별자치도 제주시 이도일동 1436-7,,매일,33.511603155,126.526012983,,,,,,,1954,,2017-04-20,
남부종합시장,상설,서울특별시 서초구 방배중앙로27길 17,서울특별시 서초구 방배본동 767-1?,상시,37.494933,126.984883,104,축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,1980,02-599-6735,2017-10-18,
부평문화의거리상점가,상설,인천광역시 부평구 부평문화로 78,인천광역시 부평구 부평문화로 201-43,상시,37.496761,126.725957,128,가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2008,032-511-5890,2017-10-18,
